Name,Position,School ▲,HT,WT,Hands,Arms,Wingspan,40,Bench,3-Cone,Shuttle,Vertical,Broad
Kalil Pimpleton,WR,Central Michigan,5075.0,172.0,878.0,2878.0,6958.0,4.49,14,6.93,4.04,33.5,0910
Remi Simmons,WR,Central Michigan,5097.0,182.0,778.0,2968.0,7268.0,4.75,15,7.39,4.47,31.5,1002
JaCorey Sullivan,WR,Central Michigan,6012.0,212.0,968.0,3248.0,7528.0,4.69,17,7.18,4.38,29.5,0905
Luke Goedeke,OT,Central Michigan,6050.0,313.0,968.0,3228.0,8038.0,--,27,--,--,--,--
Bernhard Raimann,OT,Central Michigan,6061.0,307.0,1038.0,3278.0,8100.0,--,--,7.34,4.32,--,--
Troy Hairston II,LB,Central Michigan,5104.0,231.0,1000.0,3168.0,7528.0,4.76,30,6.82,4.08,32.5,0904
Gage Kreski,S,Central Michigan,6007.0,209.0,918.0,3068.0,7478.0,4.69,20,7.30,3.90,35.5,1006
Alonzo McCoy,S,Central Michigan,5100.0,200.0,918.0,3158.0,7728.0,4.70,11,7.02,4.14,32.5,1006
Cameron Saunders,WR,Central Missouri,6002.0,191.0,968.0,3100.0,7428.0,4.81,--,--,--,--,--
Chima Dunga,IDL,Central Missouri,6005.0,303.0,928.0,3328.0,8028.0,5.15,20,8.20,4.82,26.0,0709
Jamal Holloway,EDGE,Central State,6020.0,238.0,948.0,3358.0,8018.0,4.82,17,7.35,4.44,30.0,0904
Justin Calderon,IOL,Chadron State,6031.0,321.0,1018.0,3200.0,7578.0,5.21,22,8.00,4.75,25.0,0808
Cole Thurness,WR,Chadron State,5116.0,195.0,,,,4.63,12,6.97,4.15,37.0,1002
Lucky Oyovwi,EDGE,Charleston (WV),6026.0,244.0,948.0,3500.0,8168.0,4.85,17,7.77,4.78,31.5,0902
Garris Schwarting,WR,Charleston Southern,5097.0,177.0,878.0,3048.0,7138.0,4.65,6,7.02,4.20,31.5,0900
Jarrod Stanley,CB,Charleston Southern,5060.0,164.0,848.0,3028.0,6978.0,4.58,10,--,--,35.5,1001
Ethan Ray,LS,Charleston Southern,5106.0,185.0,900.0,3068.0,7138.0,5.02,9,7.57,4.66,25.5,0803
Desmond Ridder,QB,Cincinnati,6033.0,213.0,1000.0,3268.0,7958.0,--,--,--,--,--,--
Jerome Ford,RB,Cincinnati,5104.0,211.0,918.0,3078.0,7418.0,--,--,7.31,4.22,--,--
Alec Pierce,WR,Cincinnati,6031.0,208.0,918.0,3300.0,7900.0,--,--,--,4.20,--,--
Michael Young Jr.,WR,Cincinnati,5102.0,190.0,868.0,3128.0,7368.0,4.54,16,--,4.39,36.0,1000
Vincent McConnell,IOL,Cincinnati,6045.0,295.0,948.0,3378.0,7928.0,5.12,24,7.78,4.59,26.0,0900
Curtis Brooks,IDL,Cincinnati,6020.0,287.0,1000.0,3178.0,7778.0,4.90,33,7.40,4.44,35.5,0905
Marcus Brown,IDL,Cincinnati,6015.0,290.0,918.0,3328.0,7900.0,5.25,24,7.65,4.81,21.5,0802
Myjai Sanders,EDGE,Cincinnati,6052.0,247.0,948.0,3258.0,8000.0,--,20,--,--,--,--
Darrian Beavers,LB,Cincinnati,6036.0,243.0,968.0,3238.0,8128.0,4.70,--,6.93,4.17,39.0,1003
Joel Dublanko,LB,Cincinnati,602.0,243.0,900.0,2948.0,7428.0,4.76,20,7.22,4.40,35.0,0907
Coby Bryant,CB,Cincinnati,6013.0,193.0,938.0,3058.0,7400.0,4.48,--,7.31,4.33,33.0,1002
Ahmad Gardner,CB,Cincinnati,6026.0,193.0,958.0,3368.0,8000.0,--,--,--,--,--,--
Bryan Cook,S,Cincinnati,6006.0,206.0,848.0,3178.0,7800.0,--,--,--,--,--,--
Raleigh Webb,WR,Citadel,6016.0,204.0,918.0,3228.0,7718.0,4.58,19,7.25,4.23,39.5,1003
Willie Eubanks III,LB,Citadel,6001.0,224.0,900.0,3128.0,7528.0,--,--,--,--,--,--
Matt Campbell,P,Citadel,6006.0,235.0,928.0,3100.0,7448.0,--,20,--,--,25.0,0706
Darien Rencher,RB,Clemson,5075.0,192.0,868.0,2848.0,6958.0,4.60,26,6.82,4.28,32.0,1000
Justyn Ross,WR,Clemson,6035.0,210.0,958.0,3218.0,7838.0,4.64,--,--,--,31.5,0908
Braden Galloway,TE,Clemson,6041.0,239.0,958.0,3238.0,7900.0,4.62,--,7.29,4.42,33.5,0909
James Skalski,LB,Clemson,5117.0,228.0,918.0,3048.0,7500.0,4.72,26,6.96,4.32,34.0,0906
Baylon Spector,LB,Clemson,6011.0,231.0,1000.0,3148.0,7558.0,--,19,6.91,4.18,--,--
Andrew Booth Jr.,CB,Clemson,6002.0,194.0,938.0,3148.0,7678.0,--,--,--,--,--,--
Mario Goodrich,CB,Clemson,6002.0,191.0,918.0,3058.0,7500.0,4.56,--,--,--,31.0,1002
Nolan Turner,S,Clemson,6007.0,202.0,918.0,3128.0,7378.0,4.42,17,7.06,4.46,37.5,1002
Will Spiers,P,Clemson,6054.0,215.0,900.0,3200.0,7948.0,--,--,--,--,--,--
Jack Maddox,LS,Clemson,6030.0,235.0,900.0,3100.0,7548.0,5.08,17,7.60,4.60,26.5,0900
Shermari Jones,RB,Coastal Carolina,6000.0,213.0,968.0,3148.0,7448.0,4.55,20,7.39,4.47,33.5,1002
Kameron Brown,WR,Coastal Carolina,6023.0,218.0,968.0,3318.0,7948.0,4.73,11,7.31,4.52,32.0,1000
Jaivon Heiligh,WR,Coastal Carolina,6004.0,202.0,938.0,3228.0,7638.0,4.66,14,7.15,4.53,36.0,0909
Greg Latushko,WR,Coastal Carolina,5086.0,201.0,900.0,2958.0,7028.0,4.88,12,7.47,4.57,31.0,0903
Isaiah Likely,TE,Coastal Carolina,6044.0,238.0,1000.0,3178.0,7818.0,4.83,--,7.39,--,--,1003
CJ Brewer,IDL,Coastal Carolina,6016.0,288.0,938.0,3148.0,7518.0,4.97,24,7.89,4.88,28.5,0900
Jeffrey Gunter,EDGE,Coastal Carolina,6043.0,256.0,928.0,3300.0,7978.0,--,30,--,--,--,--
Myles Olufemi,EDGE,Coastal Carolina,6000.0,216.0,928.0,3148.0,7538.0,4.75,10,7.56,4.71,36.0,0904
Teddy Gallagher,LB,Coastal Carolina,6001.0,225.0,938.0,3038.0,7428.0,4.90,25,7.64,4.60,--,--
Silas Kelly,LB,Coastal Carolina,6034.0,229.0,968.0,3148.0,7648.0,4.64,23,7.46,4.47,38.5,1002
Derick Bush,CB,Coastal Carolina,5112.0,194.0,858.0,3078.0,7558.0,4.62,17,7.61,4.57,38.5,1004
Kendricks Gladney Jr.,S,Coastal Carolina,5106.0,209.0,928.0,3148.0,7400.0,4.61,19,7.46,4.52,33.5,0909
Alex Spillum,S,Coastal Carolina,6017.0,188.0,948.0,3138.0,7558.0,4.55,13,6.97,4.28,34.5,1006
CJ Schrimpf,LS,Coastal Carolina,5081.0,235.0,878.0,2918.0,7028.0,5.57,--,--,--,22.5,--
Matt Lynch,TE,Colorado,6043.0,240.0,1028.0,3200.0,7748.0,4.77,11,7.16,4.56,31.5,0911
Kary Kutsch,IOL,Colorado,6040.0,297.0,1018.0,3238.0,7918.0,5.31,29,7.97,4.71,31.0,0810
Mustafa Johnson,IDL,Colorado,6001.0,288.0,1018.0,3158.0,7748.0,--,29,7.19,4.53,29.0,0807
Carson Wells,EDGE,Colorado,6026.0,241.0,948.0,3258.0,7948.0,4.61,16,7.18,4.56,35.0,0911
Nate Landman,LB,Colorado,6024.0,238.0,938.0,3048.0,7658.0,--,20,7.05,4.43,--,--
Dwight Blakey,WR,Colorado Mesa,5081.0,190.0,928.0,3058.0,7318.0,4.77,10,7.40,4.43,31.0,0811
Elijah Lilly,WR,Colorado Mesa,5096.0,177.0,800.0,2978.0,7068.0,4.53,--,7.22,4.38,--,--
Trey McBride,TE,Colorado State,,,,,,4.56,,,,,
Barry Wesley,OT,Colorado State,6063.0,312.0,,3228.0,7958.0,5.44,21,7.98,4.84,24.5,0900
Scott Patchan,EDGE,Colorado State,,,,,,,29,,,,
Ross Reiter,LS,Colorado State,5105.0,237.0,938.0,,7248.0,5.29,25,7.56,4.70,28.5,0810
Will Allen,CB,Columbia,5091.0,180.0,948.0,3000.0,7138.0,4.59,8,7.16,4.44,37.5,1006
Josiah McDermit,LB,Concordia (WI),6005.0,226.0,938.0,3148.0,7600.0,5.02,5,7.53,4.75,29.0,0901
Kevin Ventura-Cortes,TE,Concordia St. Paul,6042.0,238.0,958.0,3168.0,7668.0,5.20,13,7.51,4.69,27.0,0806
Robert Kraklow,IOL,Concordia St. Paul,6021.0,304.0,938.0,3148.0,7528.0,5.68,15,8.20,5.01,33.5,0802
Dalton Smerchek,LB,Concordia St. Paul,5093.0,210.0,900.0,2868.0,7148.0,4.84,15,7.06,4.37,32.5,0900
Sirach Stewart,LB,Concordia St. Paul,6000.0,242.0,928.0,3100.0,7728.0,5.12,15,7.59,4.60,29.5,0804
Lorenzo Kendricks,CB,Concordia St. Paul,5106.0,188.0,938.0,2900.0,7200.0,4.88,12,7.22,4.35,31.5,0901
Kenan Clarke,CB,Cornell,5096.0,185.0,868.0,3068.0,7458.0,4.69,16,7.21,4.35,33.5,0909
Travis Alvarez,OT,Cortland State,6056.0,313.0,1028.0,3338.0,7948.0,5.36,23,8.06,4.97,28.0,0811
Ikenna Onwuasoanya,IDL,CSU Pueblo,6012.0,297.0,1028.0,3328.0,8058.0,5.15,22,8.02,4.82,35.0,0906
Trevor Philio,EDGE,CSU Pueblo,6024.0,247.0,,,,4.64,22,7.26,4.50,36.5,0903
Andrew Rupcich,OT,Culver-Stockton,6060.0,322.0,948.0,3278.0,7900.0,--,25,7.95,4.90,31.0,0808
Niko Mermigas,S,Dartmouth,,,,,,4.47,14,7.01,4.01,38.5,1002
Myles Goulbourne,TE,Davenport,6032.0,252.0,918.0,3100.0,7568.0,--,23,7.95,4.70,31.5,0810
Kendall Sawyer,CB,Davenport,5105.0,172.0,968.0,3248.0,7800.0,4.53,--,--,4.62,34.5,1005
Brandon Easterling,S,Dayton,5106.0,199.0,948.0,2978.0,7238.0,4.56,17,6.78,4.09,37.5,1005
Maurice Brewer,EDGE,Defiance,6027.0,265.0,928.0,3528.0,8138.0,4.74,17,7.44,4.64,28.0,0904
Dejoun Lee,RB,Delaware,5060.0,173.0,858.0,2648.0,6718.0,4.40,21,7.13,4.07,36.0,0910
Gene Coleman II,WR,Delaware,5096.0,188.0,848.0,2958.0,7300.0,4.62,15,7.21,4.31,36.0,1001
David Kroll,OT,Delaware,6060.0,318.0,938.0,3400.0,8138.0,5.41,19,7.81,4.80,32.0,0809
Frank Burton III,IDL,Delaware,6011.0,275.0,878.0,3268.0,8018.0,5.37,12,7.76,4.64,26.5,0809
Dae'Lun Darien,LB,Delaware,6037.0,224.0,938.0,3248.0,7868.0,4.67,16,7.33,4.34,32.0,1002
Nijuel Hill,CB,Delaware,5087.0,180.0,848.0,2948.0,7258.0,4.48,19,7.21,4.25,34.0,1001
Trey Gross,WR,Delaware State,6013.0,213.0,958.0,3278.0,7878.0,4.61,13,7.15,4.25,32.5,0909
Kwannah Kollie,WR,Delaware State,6001.0,198.0,838.0,3178.0,7518.0,4.58,10,7.32,4.32,36.0,1002
Deion Dampier,RB,Delta State,5094.0,222.0,838.0,3028.0,7100.0,4.80,17,7.75,4.67,29.5,0902
Rico Owens II,RB,Delta State,5087.0,217.0,828.0,2938.0,7268.0,4.61,21,7.70,4.63,27.5,0901
Marvin Terry,LB,Delta State,6007.0,238.0,1018.0,3368.0,8128.0,4.84,19,7.56,4.58,34.0,0908
Junior Faulk,CB,Delta State,6002.0,210.0,918.0,3328.0,7828.0,4.68,15,7.15,4.42,30.5,0902
Elliott Pipkin,WR,Dubuque,,,,,,,,,,,
Mataeo Durant,RB,Duke,5113.0,196.0,948.0,3138.0,7748.0,4.43,--,7.40,4.47,35.0,1007
Nakeie Montgomery,RB,Duke,5100.0,193.0,938.0,3058.0,7278.0,4.51,5,7.26,4.44,32.5,0907
Kade Parmelly,IOL,Duke,6031.0,316.0,1048.0,3268.0,8048.0,5.43,20,7.84,4.88,25.5,0808
Jack Wohlabaugh,IOL,Duke,6024.0,307.0,938.0,3000.0,7500.0,--,--,--,--,--,--
Colby Campbell,LB,Duke,5102.0,224.0,878.0,3018.0,7168.0,4.98,21,7.25,4.56,27.0,0807
Josh Blackwell,CB,Duke,5106.0,183.0,818.0,3018.0,7258.0,4.34,11,6.75,4.31,37.0,1010
Leonard Johnson,CB,Duke,6003.0,194.0,848.0,3118.0,7548.0,4.58,12,6.87,4.27,33.0,1005
Dominique Long,CB,Duke,6013.0,200.0,868.0,3138.0,7718.0,4.59,17,6.85,4.40,37.5,1101
John Taylor,LS,Duke,6005.0,220.0,1000.0,3068.0,7548.0,5.37,--,7.75,4.63,21.5,0711
Garrett Owens,RB,Duquesne,6026.0,229.0,938.0,3248.0,7748.0,4.67,19,6.94,4.30,35.5,1001
Cyrus Holder,WR,Duquesne,6026.0,198.0,878.0,3138.0,7578.0,4.48,--,7.13,4.26,34.5,1003
Jake Dixon,OT,Duquesne,6051.0,310.0,958.0,3218.0,7828.0,5.21,34,7.84,4.77,30.5,0901
TJ Johnson,CB,Duquesne,6020.0,185.0,978.0,3200.0,7800.0,4.91,--,7.37,4.63,30.5,4.63
Temitope Agoro,S,Duquesne,6003.0,199.0,918.0,3168.0,7700.0,4.76,17,7.13,4.45,33.0,0910
Leandro Brito,S,Duquesne,6007.0,205.0,918.0,2868.0,7138.0,4.86,15,7.56,4.40,33.0,1000
Justin Chase,OT,East Carolina,6050.0,302.0,,,7900.0,5.39,20,7.75,4.74,27.5,0810
Quay Holmes,RB,East Tennessee State,6004.0,220.0,1028.0,3228.0,7668.0,4.98,19,7.47,4.60,34.0,0910
Karon Delince,CB,East Tennessee State,5082.0,157.0,918.0,2938.0,7028.0,4.58,--,7.21,4.71,31.0,0907
Tyree Robinson,S,East Tennessee State,5104.0,190.0,828.0,3138.0,7500.0,4.67,16,7.53,4.51,33.5,0910
Bryson Cannon,TE,Eastern Michigan,6003.0,238.0,1048.0,3148.0,7458.0,4.80,14,7.51,4.53,33.5,0904
Thomas Odukoya,TE,Eastern Michigan,6054.0,253.0,968.0,3300.0,8148.0,4.91,--,--,--,32.0,0908
Mike Van Hoeven,IOL,Eastern Michigan,6052.0,296.0,948.0,3228.0,7900.0,5.56,25,7.96,4.72,28.5,0900
Woo Scott Jr.,IDL,Eastern Michigan,5114.0,306.0,968.0,3248.0,7848.0,5.20,22,7.94,4.84,30.0,0808
Michael Smith Jr.,IDL,Eastern Michigan,6016.0,316.0,1028.0,3278.0,8138.0,5.24,30,7.88,4.87,29.0,0808
Turan Rush,EDGE,Eastern Michigan,6000.0,249.0,968.0,3148.0,7600.0,4.72,22,7.35,4.51,34.5,0904
Terry Myrick,LB,Eastern Michigan,5106.0,222.0,900.0,3128.0,7368.0,--,27,7.14,4.28,33.5,0910
Freddie McGee III,CB,Eastern Michigan,5067.0,175.0,800.0,2948.0,7128.0,4.51,14,6.83,4.25,38.5,1004
Alinoski LaFleur,S,Eastern Michigan,5105.0,193.0,900.0,2938.0,7148.0,4.67,17,7.03,4.63,30.0,0902
Jake Julien,P,Eastern Michigan,6014.0,227.0,928.0,2948.0,7268.0,--,--,--,--,--,--
Justin Mannyweather,WR,Eastern New Mexico,5091.0,174.0,768.0,2948.0,7348.0,4.60,1,6.85,4.19,30.0,0907
Davis Cheek,QB,Elon,6020.0,216.0,,,,4.82,,7.35,4.31,33.0,0907
Jalen Browder,WR,Faulkner,6006.0,184.0,900.0,3138.0,7600.0,4.68,5,6.93,4.38,33.0,0907
Alex Dawson,S,Faulkner,5065.0,181.0,900.0,2948.0,7148.0,4.82,18,7.56,4.50,27.5,0905
Tyeous Sharpe,WR,Fayetteville State,5100.0,187.0,948.0,,7200.0,4.45,,,4.20,36.0,0909
Joshua Williams,CB,Fayetteville State,6027.0,195.0,1000.0,3300.0,7828.0,4.52,11,6.95,4.47,37.0,1003
Sy Barnett,WR,Ferris State,6000.0,190.0,918.0,3018.0,7278.0,4.44,--,7.02,4.31,39.0,1006
Dylan Pasquali,OT,Ferris State,6042.0,309.0,1048.0,3168.0,7848.0,5.29,--,7.82,4.80,22.5,0805
Zein Obeid,IOL,Ferris State,6042.0,309.0,978.0,3418.0,8148.0,5.29,30,7.75,4.82,29.5,0811
Alex Thomas,S,Ferris State,6000.0,173.0,868.0,3168.0,7638.0,4.63,--,7.18,4.33,31.0,1000
Tyler Minor,RB,Ferris State,5102.0,209.0,938.0,3118.0,7448.0,4.97,--,7.60,4.63,29.5,0811
Austin Simpson,IDL,Ferris State,6012.0,312.0,900.0,3048.0,7618.0,5.12,37,8.40,5.31,30.0,0810
Liam Daly,LB,Ferris State,6013.0,224.0,968.0,3218.0,7538.0,4.87,17,7.31,4.41,32.5,0906
John Higgins,LB,Ferris State,6020.0,244.0,1018.0,3200.0,7748.0,4.89,20,7.36,4.64,38.0,0908
Cyntell Williams,S,Ferris State,5116.0,196.0,900.0,3078.0,7418.0,4.67,--,7.50,4.50,33.0,0907
Jared Bernhardt,WR,Ferris State,6011.0,189.0,838.0,3128.0,7448.0,4.71,6,6.90,4.21,32.0,0910
Malik Davis,RB,Florida,5097.0,202.0,928.0,3138.0,7500.0,4.66,10,7.11,4.25,39.5,1007
Dameon Pierce,RB,Florida,5095.0,224.0,938.0,3068.0,7358.0,--,--,7.53,4.46,--,--
Jean Delance,OT,Florida,6042.0,303.0,1018.0,3648.0,8648.0,5.23,21,--,4.62,28.5,0901
Stewart Reese,IOL,Florida,6052.0,350.0,1028.0,3458.0,8328.0,5.61,20,7.92,5.15,24.0,0708
Zachary Carter,IDL,Florida,6042.0,282.0,1028.0,3348.0,8100.0,5.02,--,7.34,4.56,--,--
Daquan Newkirk,IDL,Florida,6025.0,328.0,968.0,3328.0,7338.0,5.39,29,7.85,4.92,25.5,0805
Tyrone Truesdell,IDL,Florida,6017.0,347.0,900.0,3468.0,8268.0,--,20,--,--,25.5,0802
Antonio Valentino,IDL,Florida,6024.0,298.0,1048.0,3268.0,8038.0,5.27,25,7.67,4.70,29.5,0810
Jeremiah Moon,EDGE,Florida,6046.0,247.0,1018.0,3500.0,8400.0,4.83,--,--,--,--,--
Lacedrick Brunson,LB,Florida,6007.0,233.0,948.0,3028.0,7628.0,5.01,17,7.60,4.57,31.0,0809
Kaiir Elam,CB,Florida,6014.0,192.0,878.0,3078.0,7700.0,--,10,6.98,4.21,37.5,--
Nicolas Sutton,S,Florida,5086.0,187.0,948.0,2958.0,7128.0,4.93,--,7.76,4.70,30.5,0900
Jace Christmann,K,Florida,5116.0,200.0,918.0,3000.0,7300.0,--,--,--,--,--,--
Keenan Forbes,IOL,Florida A&M,,,,,,,25,,,,
Markquese Ball,S,Florida A&M,,,,,,,15,,,,
James Charles,RB,Florida Atlantic,5086.0,190.0,918,3048,7338,4.62,--,7.41,4.45,28.5,0905
Damian Alloway,WR,Florida Atlantic,5082.0,170.0,828,2900,6900,4.63,9,7.23,4.40,29.0,0902
TJ Chase,WR,Florida Atlantic,6013.0,187.0,948,3000,7378,4.80,--,7.51,4.50,30.0,0903
Brandon Robinson,WR,Florida Atlantic,6024.0,201.0,958,3278,7958,4.85,11,7.17,4.41,32.0,1000
Willie Wright,WR,Florida Atlantic,5070.0,147.0,848,2938,7068,4.68,--,7.14,4.40,32.5,0903
John Mitchell,TE,Florida Atlantic,6037.0,235.0,938,3358,8168,4.65,22,7.26,4.40,36.5,1002
Zaire Mitchell-Paden,TE,Florida Atlantic,6047.0,257.0,1028,3518,8300,4.89,26,7.27,4.42,35.5,1005
Desmond Noel,IOL,Florida Atlantic,6036.0,301.0,1000,3418,8158,5.30,31,8.32,4.89,24.0,0809
Caliph Brice,LB,Florida Atlantic,6014.0,233.0,1018,3278,7928,4.61,21,7.46,4.65,37.5,1006
Akileis Leroy,LB,Florida Atlantic,5101.0,230.0,900,3128,7668,4.92,--,7.60,4.55,26.5,0810
Cecil Rolle,LB,Florida Atlantic,5082.0,206.0,878,3100,7300,5.10,17,--,4.84,24.5,0804
Zyon Gilbert,CB,Florida Atlantic,6002.0,193.0,878,3078,7628,4.49,--,7.34,4.29,40.0,1106
McKenzie Milton,QB,Florida State,5111.0,194.0,918,2900,7038,4.99,--,7.35,4.51,29.5,0901
Jashaun Corbin,RB,Florida State,5111.0,203.0,948,3178,7600,4.60,11,7.06,4.25,34.0,0910
Andrew Parchment,WR,Florida State,6020.0,191.0,948,3348,7538,4.62,14,7.43,4.39,33.5,1002
Jordan Wilson,TE,Florida State,6035.0,246.0,928,3400,8300,5.00,19,7.22,4.51,31.5,0810
Devontay Love-Taylor,IOL,Florida State,6033.0,301.0,928,3238,8000,5.70,20,8.49,4.94,24.5,0801
Jermaine Johnson II,EDGE,Florida State,6045.0,260.0,978,3400,8318,--,21,--,--,--,--
Keir Thomas,EDGE,Florida State,6012.0,255.0,958,3248,7728,4.97,19,--,--,30.5,0900
DeCalon Brooks,LB,Florida State,5095.0,210.0,1018,2978,7368,4.76,15,7.18,4.45,29.5,0910
Emmett Rice,LB,Florida State,6017.0,231.0,938,3318,8000,4.91,16,7.35,4.51,31.5,0910
Meiko Dotson,CB,Florida State,5100.0,183.0,878,2938,7118,4.58,25,7.14,4.50,32.5,1000
Nick Zakelj,OT,Fordham,6061.0,316.0,978,3278,7878,--,--,--,--,--,--
Jesse Bramble,S,Fordham,5107.0,203.0,868,3028,7400,4.66,12,6.91,4.19,35.0,1002
Shemar Bridges,WR,Fort Valley State,6035.0,207.0,958,3378,7928,4.66,11,7.16,4.43,34.0,0911
Michael Hicks Jr.,S,Fort Valley State,5103.0,197.0,928,2978,7358,4.88,16,7.67,4.93,27.0,0900
Josh Onujiogu,EDGE,Framingham State,6026.0,252.0,958,3200,7838,4.90,21,6.93,4.14,34.5,1001
Ronnie Rivers,RB,Fresno State,5074.0,198.0,848,2800,6968,4.57,19,6.91,4.34,--,--
Keric Wheatfall,WR,Fresno State,6011.0,194.0,868,3058,7338,4.58,--,--,4.31,35.5,1000
Juan Rodriguez,TE,Fresno State,6016.0,234.0,900,3118,7748,4.81,21,7.48,4.59,29.5,0902
Alex Akingbulu,OT,Fresno State,6054.0,310.0,968,3338,8228,5.29,24,8.13,4.94,30.0,0904
Kevin Atkins,IDL,Fresno State,6022.0,314.0,1038,3368,7948,--,--,--,--,31.5,0807
Ryan Boehm,IDL,Fresno State,6021.0,272.0,918,3268,7648,5.15,18,7.92,4.91,28.0,0801
Kwami Jones,EDGE,Fresno State,6016.0,251.0,918,3068,7618,5.04,26,8.15,4.78,30.0,0809
Arron Mosby,EDGE,Fresno State,6030.0,250.0,978,3228,7868,4.71,22,7.50,4.75,30.0,0901
Tyson Maeva,LB,Fresno State,6001.0,222.0,948,3038,7378,4.81,22,7.57,4.37,32.5,0907
DaRon Bland,CB,Fresno State,6002.0,197.0,900,3200,7668,4.48,14,7.26,4.15,35.5,1003
Deonte Perry,S,Fresno State,5106.0,193.0,928,3028,7538,4.46,21,7.45,4.39,34.5,1004
Cesar Silva,K,Fresno State,5103.0,187.0,938,3128,7428,--,--,--,--,--,--
Devin Wynn,RB,Furman,5100.0,205.0,958,3148,7348,4.66,13,7.04,4.45,37.5,1003
Parker Stokes,IDL,Furman,5112.0,282.0,938,3100,7428,5.18,20,7.94,4.71,27.5,0800
James Cook,RB,Georgia,5114.0,204.0,938,3100,7648,--,--,--,--,--,--
Zamir White,RB,Georgia,5117.0,217.0,858,3148,7548,--,--,--,--,--,--
George Pickens,WR,Georgia,6032.0,200.0,938,3238,7848,--,--,--,--,34.5,--
John FitzPatrick,TE,Georgia,6071.0,262.0,1028,3368,7968,--,--,--,--,--,--
Jamaree Salyer,IOL,Georgia,6030.0,318.0,1000,3300,8038,--,--,--,4.70,24.0,0802
Justin Shaffer,IOL,Georgia,6040.0,319.0,1028,3328,8100,--,23,8.09,4.85,--,--
Jordan Davis,IDL,Georgia,6063.0,341.0,1068,3400,8278,--,--,--,--,--,--
Julian Rochester,IDL,Georgia,6043.0,319.0,1018,3428,8268,5.54,14,8.14,4.82,25.0,0803
Devonte Wyatt,IDL,Georgia,6027.0,304.0,978,3278,7838,--,--,7.45,4.63,--,--
Adam Anderson,EDGE,Georgia,6040.0,236.0,1000.0,3538.0,8278.0,4.57,14,7.06,4.28,39.0,1101
Travon Walker,EDGE,Georgia,6050.0,272.0,1068.0,3548.0,8428.0,--,--,--,--,--,--
Nakobe Dean,LB,Georgia,5113.0,231.0,918.0,3178.0,7618.0,--,--,--,--,--,--
Channing Tindall,LB,Georgia,6020.0,228.0,1058.0,3278.0,7818.0,--,--,7.25,4.18,--,--
Quay Walker,LB,Georgia,6036.0,242.0,968.0,3258.0,8048.0,--,23,6.89,4.32,--,--
Derion Kendrick,CB,Georgia,6001.0,205.0,918.0,3100.0,7438.0,4.79,--,--,--,31.0,0906
Lewis Cine,S,Georgia,6022.0,202.0,938.0,3248.0,7828.0,--,--,--,--,37.0,--
Jake Camarda,P,Georgia,6011.0,195.0,948.0,3100.0,7558.0,--,--,--,--,--,--
Logan Wright,RB,Georgia Southern,5112.0,223.0,900.0,3200.0,7818.0,4.92,11,7.21,4.53,29.5,0809
Aaron Dowdell,IOL,Georgia Southern,6031.0,321.0,918.0,3268.0,8018.0,5.84,19,8.51,5.45,26.0,0802
Lawrence Edwards,IOL,Georgia Southern,6040.0,333.0,968.0,3448.0,8200.0,5.84,22,8.41,5.19,26.5,0808
Randy Wade Jr.,IDL,Georgia Southern,6012.0,289.0,958.0,3268.0,8048.0,5.03,28,7.50,5.02,27.0,0908
CJ Wright,IDL,Georgia Southern,5107.0,284.0,1048.0,3078.0,7668.0,5.34,31,7.89,4.84,26.5,0802
Darrell Baker Jr.,CB,Georgia Southern,6007.0,190.0,868.0,3200.0,7778.0,4.43,11,7.07,4.25,41.5,1104
Roger Carter,TE,Georgia State,6020.0,256.0,978.0,3258.0,7918.0,4.84,14,7.20,4.34,37.0,0910
Shamarious Gilmore,IOL,Georgia State,6026.0,301.0,928.0,3248.0,7800.0,5.28,36,7.39,4.63,29.0,0810
Chris Moore,S,Georgia State,6006.0,216.0,1000.0,3200.0,7748.0,--,19,--,4.33,37.5,1002
Noel Ruiz,K,Georgia State,5104.0,174.0,868.0,3038.0,7328.0,--,--,--,--,--,--
Jordan Mason,RB,Georgia Tech,5111.0,223.0,878.0,3068.0,7478.0,4.58,21,7.19,4.40,33.0,0911
Kyric McGowan,WR,Georgia Tech,5105.0,200.0,900.0,3038.0,7158.0,4.59,21,7.48,4.35,35.5,1002
Azende Rey,WR,Georgia Tech,5107.0,215.0,900.0,2978.0,7518.0,4.85,2,7.47,4.51,29.0,0909
Devin Cochran,OT,Georgia Tech,6071.0,306.0,1028.0,3538.0,8628.0,5.10,23,7.64,4.71,30.0,0904
Kenneth Kirby,OT,Georgia Tech,6040.0,305.0,918.0,3448.0,8100.0,--,27,--,--,--,--
Ryan Johnson,IOL,Georgia Tech,6057.0,314.0,868.0,3348.0,7748.0,5.22,20,8.00,4.71,20.0,0806
Djimon Brooks,IDL,Georgia Tech,6013.0,286.0,1018.0,3258.0,7948.0,5.29,23,8.07,4.83,24.5,1000
Antonneous Clayton,EDGE,Georgia Tech,6027.0,255.0,948.0,3268.0,8018.0,5.17,25,8.69,4.71,24.5,0905
Quez Jackson,LB,Georgia Tech,6000.0,221.0,938.0,3068.0,7638.0,5.02,8,8.03,4.81,26.5,0907
Bruce Jordan-Swilling,LB,Georgia Tech,6002.0,215.0,900.0,3118.0,7578.0,4.57,16,7.50,4.31,36.0,0908
Tobias Oliver,CB,Georgia Tech,6004.0,204.0,900.0,3000.0,7268.0,4.57,20,--,--,33.0,1003
